,Cell Volumes,Proto Halo Volumes
130,1.5771872707559283e-05,1.84984525555938e-05
131,1.575050175230453e-05,1.740010968890854e-05
132,1.5743666068197123e-05,1.780853475627695e-05
133,1.5687670824085317e-05,1.562937254571873e-05
134,1.5665369488810655e-05,1.718121513695316e-05
135,1.564599938492154e-05,1.7544652267683564e-05
136,1.5590192989118072e-05,1.6870372763783395e-05
137,1.5540213661762897e-05,1.793694243258515e-05
138,1.553924281089674e-05,1.7511855783084922e-05
139,1.5470509431470664e-05,1.7511018288115067e-05
140,1.5460710508395616e-05,1.8010407948136286e-05
141,1.540283795257171e-05,1.7274673928271666e-05
142,1.5320826609786315e-05,2.082551121023802e-05
143,1.5284953665654203e-05,1.7429461942331546e-05
144,1.5283003570418693e-05,1.8531976954044202e-05
145,1.5263236045923394e-05,1.6890830219130835e-05
146,1.5253424627668245e-05,1.693427826690434e-05
147,1.5226215424656456e-05,1.7763266387286882e-05
148,1.514550663450282e-05,1.831746755749736e-05
149,1.5112054898163542e-05,1.631779068008665e-05
150,1.504527660880731e-05,1.6130078477332478e-05
151,1.503121948735516e-05,1.5375575296135455e-05
152,1.498657162243875e-05,1.5906918380064064e-05
153,1.4972451650671486e-05,1.6911783906665296e-05
154,1.4976594974565713e-05,1.949229401336738e-05
155,1.497934236212691e-05,1.548678788962215e-05
156,1.492028471576438e-05,1.6557476464809326e-05
157,1.4918889331266173e-05,1.5733641383078836e-05
158,1.4824821748409925e-05,1.8190401257663435e-05
159,1.483068531682812e-05,1.5397640488379383e-05
160,1.479368935213266e-05,1.606091404996999e-05
161,1.4739551222580095e-05,2.0411100273749426e-05
162,1.470223453057509e-05,1.7437870734195388e-05
163,1.4694942211917508e-05,1.876803706176338e-05
164,1.4688391671941264e-05,1.659390256795502e-05
165,1.4643513874519663e-05,1.4572968840537568e-05
166,1.4611680816564606e-05,1.7993637626058532e-05
167,1.4582279979470554e-05,1.7267575900939502e-05
168,1.4572475523062504e-05,1.5059911981296646e-05
169,1.4569001512983456e-05,1.5522472010502984e-05
170,1.456145951099702e-05,1.5192430517994328e-05
171,1.453510345032776e-05,1.6241684743256934e-05
172,1.4506535418833633e-05,1.5939382597651885e-05
173,1.4276989341521854e-05,1.7769984924459264e-05
174,1.42704885341199e-05,1.741893457612938e-05
175,1.4267545340505783e-05,1.933295999272602e-05
176,1.4260391321101036e-05,1.623298985377163e-05
177,1.4240928235398314e-05,1.5811240116866686e-05
178,1.4216914449189213e-05,1.560169897109683e-05
179,1.4225160029019006e-05,1.4445854986045136e-05
180,1.4211542668242401e-05,1.4734682428920145e-05
181,1.420258261535508e-05,1.6357676319048636e-05
182,1.416822836138851e-05,1.6764605824888527e-05
183,1.412865284644816e-05,1.527152215296994e-05
184,1.4111605423338603e-05,1.6418887505814443e-05
185,1.41143921871025e-05,1.6293430416429753e-05
186,1.410775986408719e-05,1.791791508038543e-05
187,1.4106408156911047e-05,1.6158459385635174e-05
188,1.408579841352182e-05,1.6308381295540108e-05
189,1.4075738636695892e-05,1.5949008662576725e-05
190,1.4067491779094626e-05,1.5111138691956894e-05
191,1.4061537720511242e-05,1.5074532503481456e-05
192,1.4056101434522601e-05,1.4854403749325809e-05
193,1.4036993172643845e-05,1.4963133404891699e-05
194,1.4019141295088876e-05,1.638172562427823e-05
195,1.4016331789248968e-05,1.9741382615761214e-05
196,1.400218558350168e-05,1.6813970272414307e-05
197,1.399677164750277e-05,1.550910539895538e-05
198,1.3971464060239977e-05,1.5837638623105195e-05
199,1.3932248214773176e-05,1.660727403492609e-05
200,1.392247992484799e-05,1.5672999869571777e-05
201,1.3921412806247957e-05,1.5315303771036555e-05
202,1.3913717825171152e-05,1.6227242080147936e-05
203,1.382705128682779e-05,1.5524060837500645e-05
204,1.3821770813119772e-05,1.5704553395282853e-05
205,1.3786731261746794e-05,1.5725989277660478e-05
206,1.3779821295168506e-05,1.5286424805616216e-05
207,1.3771569298189527e-05,1.623887523837848e-05
208,1.3741704997769055e-05,1.48882040947736e-05
209,1.371693846886892e-05,1.587884923741055e-05
210,1.3705712163181495e-05,1.9836889311061015e-05
211,1.3683966962038842e-05,1.5573541115251072e-05
212,1.3643466912350513e-05,1.5903036502576288e-05
213,1.3602015447041835e-05,1.4876350868698161e-05
214,1.359792853464704e-05,1.6194550109021752e-05
215,1.3593628004948856e-05,1.4867681656951523e-05
216,1.3577699042592233e-05,1.4293436029268844e-05
217,1.357303426612985e-05,1.4775471873227e-05
218,1.3552273619932355e-05,1.557498272901486e-05
219,1.353767486224366e-05,1.4682112297304254e-05
220,1.352026234343886e-05,1.4979743098904977e-05
221,1.3508427491294744e-05,1.6155687640407652e-05
222,1.3469221722382822e-05,1.4846062559901254e-05
223,1.344839918093485e-05,1.4883571917278018e-05
224,1.342251657313205e-05,1.4323617781336807e-05
225,1.3421418450973039e-05,1.6253446053112566e-05
226,1.3415656814637385e-05,1.3664490220162833e-05
227,1.3376172393640421e-05,1.5437966943295894e-05
228,1.3361665733255466e-05,1.5208842298811812e-05
229,1.335650513174703e-05,1.7581747149724505e-05
230,1.3257072940823368e-05,1.3964750114461948e-05
231,1.3260143569861049e-05,1.3173461663041626e-05
232,1.325799270771703e-05,1.4973890134776147e-05
233,1.325500853921218e-05,1.3181839810531106e-05
234,1.322936151047242e-05,1.5621764989488312e-05
235,1.3188535548841019e-05,1.379046431466955e-05
236,1.315195193649525e-05,1.2717984621239194e-05
237,1.3145137372296268e-05,1.4151376954065598e-05
238,1.3115375641122663e-05,1.6910859252365293e-05
239,1.3102206078631835e-05,1.4383150576515769e-05
240,1.3075617350547418e-05,1.593539079667363e-05
241,1.305055755130527e-05,1.373152145817755e-05
242,1.304599293063105e-05,1.3896799666906896e-05
243,1.3022411994898643e-05,1.3907438105320442e-05
244,1.3019454325572413e-05,1.4276746739537298e-05
245,1.2991164197585045e-05,1.4303553055392525e-05
246,1.294494905277954e-05,1.4674142603637109e-05
247,1.2945126473441531e-05,1.3231858763856278e-05
248,1.2948730068465086e-05,1.4128854350320132e-05
249,1.2904707136549474e-05,1.7474734758274418e-05
250,1.2868401686518176e-05,1.4348103609932183e-05
251,1.2868181802897473e-05,1.4570852212608534e-05
252,1.285588016413643e-05,1.4943512028265559e-05
253,1.2816082406900503e-05,1.3154697617980347e-05
254,1.2800594966563068e-05,1.3780588222987583e-05
255,1.2796213976985686e-05,1.3769977680041275e-05
256,1.2777276572169128e-05,1.5638432939143308e-05
257,1.2760761238847816e-05,1.3356573961952485e-05
258,1.275417816820395e-05,1.4577421119783807e-05
259,1.276255142223612e-05,1.437539199914997e-05
260,1.274523803232217e-05,1.3564636387765216e-05
261,1.2734941297131336e-05,1.3392768313507782e-05
262,1.2727686494658773e-05,1.4451623529421877e-05
263,1.2718875314741371e-05,1.5436740714731975e-05
264,1.2707006552242632e-05,1.333344451740362e-05
265,1.2700481529045254e-05,1.7841997018839898e-05
266,1.2692514487074359e-05,1.4890454924968569e-05
267,1.2696528228756615e-05,1.3613042663475895e-05
268,1.2696443400240552e-05,1.385096941944694e-05
269,1.266564913316803e-05,1.4574036245143246e-05
270,1.2656468374461628e-05,1.4914047969708722e-05
271,1.26605029666899e-05,1.5818684716503426e-05
272,1.2626345270608696e-05,1.865336774333516e-05
273,1.2628493824425013e-05,1.3413387404623206e-05
274,1.2610525935369872e-05,1.3467605337884167e-05
275,1.2602951109545387e-05,1.4247232902319657e-05
276,1.2545531775229505e-05,1.3877187617417808e-05
277,1.2514104749015111e-05,1.3127572691974918e-05
278,1.2505975776693248e-05,1.2932017623422713e-05
279,1.2502105240992434e-05,1.3673187576611432e-05
280,1.2483647306899189e-05,1.4063320674662001e-05
281,1.2477870309222614e-05,1.424978518346032e-05
282,1.2459997613180503e-05,1.3780508580806619e-05
283,1.2462284984883333e-05,1.4008743226316927e-05
284,1.2396184882703042e-05,1.5568125003690952e-05
285,1.240166140133519e-05,1.4103682642207695e-05
286,1.2395589029814528e-05,1.511213585060399e-05
287,1.2386559905060212e-05,1.5446299016230725e-05
288,1.2372324474008656e-05,1.248953729970271e-05
289,1.2369890849611801e-05,1.402045562078206e-05
290,1.2363042710125328e-05,1.2982321494294103e-05
291,1.2356273360747038e-05,1.3121991327290183e-05
292,1.2355604258563643e-05,1.3068099512647608e-05
293,1.2349305774570147e-05,1.2996203831084768e-05
294,1.2333963047441136e-05,1.3801909619268033e-05
295,1.2330714655859995e-05,1.4454974008977718e-05
296,1.2297597663547678e-05,1.4796908769884576e-05
297,1.2298502463795965e-05,1.3196639861879653e-05
298,1.2287385309891618e-05,1.2951637051427783e-05
299,1.2280539351188224e-05,1.4594008478842428e-05
300,1.2267897833856342e-05,1.3494500885580842e-05
301,1.2264875632672603e-05,1.4312336001911591e-05
302,1.2255914524443123e-05,1.5411814555841484e-05
303,1.2252325711318804e-05,1.2529231366377908e-05
304,1.2255233125617068e-05,1.3030950248216913e-05
305,1.2246925331120224e-05,1.2534764294498067e-05
306,1.224743707269154e-05,1.4059482956882384e-05
307,1.2238187113989085e-05,1.4043844294412389e-05
308,1.2241536736088097e-05,1.4991840413991069e-05
309,1.2165417241200286e-05,1.3742445867282062e-05
310,1.2154552491751521e-05,1.4556697601184896e-05
311,1.2153990672752217e-05,1.287798208948869e-05
312,1.2148999355855186e-05,1.4445235059387072e-05
313,1.2141519888428202e-05,1.4236890383703975e-05
314,1.2137070583249773e-05,1.1961962464758858e-05
315,1.2110139387544425e-05,1.4103561585585913e-05
316,1.2111066146488392e-05,1.503667838082848e-05
317,1.2100604306228589e-05,1.3295500493618952e-05
318,1.2103287163889296e-05,1.2895688452791094e-05
319,1.2102591619555819e-05,1.6507909568776705e-05
320,1.2081738358402177e-05,1.4615893972178773e-05
321,1.20736785890209e-05,1.3783223563507706e-05
322,1.2042902119002698e-05,1.2155303278182039e-05
323,1.203936539256677e-05,1.4528074862701787e-05
324,1.2030890117408343e-05,1.3040973252856708e-05
325,1.2021628112852671e-05,1.1912869433889852e-05
326,1.201313127342254e-05,1.389334474864942e-05
327,1.1995454307428287e-05,1.3070864854276223e-05
328,1.199976557252301e-05,1.3456060114880014e-05
329,1.20004260456383e-05,1.2978417766191216e-05
330,1.199079823982131e-05,1.2893678644841597e-05
331,1.1992062505735801e-05,1.3589776086983166e-05
332,1.1987634461340425e-05,1.6499286876695734e-05
333,1.1978444618986132e-05,1.491513287082461e-05
334,1.1963610596220224e-05,1.2798595320615877e-05
335,1.1948702708619378e-05,1.2493615940341956e-05
336,1.1936658224688881e-05,1.3462020854654408e-05
337,1.1934826818647651e-05,1.1883062795242813e-05
338,1.1916585274423656e-05,1.3998591221257158e-05
339,1.1860894660568692e-05,1.5713420976706294e-05
340,1.1852447609517232e-05,1.2386257260908095e-05
341,1.1841658848812844e-05,1.2391598973500968e-05
342,1.1843886228097443e-05,1.3043373930340857e-05
343,1.1827650383697382e-05,1.323852187903972e-05
344,1.1811093528689919e-05,1.3528794413092251e-05
345,1.1812767489591774e-05,1.2808037530598668e-05
346,1.1795063883243703e-05,1.310351595511327e-05
347,1.1793830321490135e-05,1.170255150609738e-05
348,1.1767520882814584e-05,1.5447422980794267e-05
349,1.1731840506413531e-05,1.3849261525540137e-05
350,1.1731836691214076e-05,1.264410142645127e-05
351,1.17066602567587e-05,1.3444876780752702e-05
352,1.1692837196025845e-05,1.4107844259312863e-05
353,1.16915417334154e-05,1.2314492553784654e-05
354,1.1674335481078685e-05,1.2411502737624422e-05
355,1.1666685135476447e-05,1.3332061775808644e-05
356,1.1650262562208437e-05,1.2385269985134798e-05
357,1.164994451040211e-05,1.3615953842766843e-05
358,1.1627455362603431e-05,1.250837253352429e-05
359,1.1626487014487281e-05,1.3326804219912394e-05
360,1.1611593955341702e-05,1.1938295174294495e-05
361,1.159369029480983e-05,1.2664394829538519e-05
362,1.158877491095468e-05,1.436232750992498e-05
363,1.1583522486664232e-05,1.1601246594172202e-05
364,1.158399876766878e-05,1.296609117867973e-05
365,1.1575099749415342e-05,1.2625699954668596e-05
366,1.1543027522875148e-05,1.3499726113670588e-05
367,1.1530807487693038e-05,1.1287289196252746e-05
368,1.1531434124412354e-05,1.3173524315158565e-05
369,1.1520509965046492e-05,1.4940402552695819e-05
370,1.1514916299379361e-05,1.2402893424343629e-05
371,1.1488084134783497e-05,1.179363479544249e-05
372,1.146331662242025e-05,1.2362741349534947e-05
373,1.140886327175017e-05,1.2684464935830918e-05
374,1.1381570695060977e-05,1.2400020084619201e-05
375,1.1382293077969818e-05,1.2976174396656391e-05
376,1.1376410725035214e-05,1.3307884723755003e-05
377,1.1375395470763317e-05,1.355472703890378e-05
378,1.136202883977127e-05,1.3038505481558831e-05
379,1.1348675909504004e-05,1.3121110656112119e-05
380,1.1337804425962955e-05,1.2273115239348514e-05
381,1.1331402305252766e-05,1.31977625953952e-05
382,1.1331610639879235e-05,1.3184093020245184e-05
383,1.1322917130937209e-05,1.2610652374900734e-05
384,1.1323785420418084e-05,1.2488130599262705e-05
385,1.1289258546430474e-05,1.4725002496246078e-05
386,1.1292677245068732e-05,1.1400954228293462e-05
387,1.1293367481072754e-05,1.2992719614605625e-05
388,1.1285373706375782e-05,1.5514328479994006e-05
389,1.128494406474474e-05,1.1907014067300213e-05
390,1.1280207992503453e-05,1.4263470686491592e-05
391,1.1266552884823444e-05,1.3422520587072607e-05
392,1.1254106328827705e-05,1.2966374205120044e-05
393,1.1251975212872929e-05,1.2957410059249612e-05
394,1.1249144817546464e-05,1.4391014725182921e-05
395,1.125273737825438e-05,1.2173141913313261e-05
396,1.1245791693726457e-05,1.2816724071771107e-05
397,1.1243998600384092e-05,1.2093300473797178e-05
398,1.1251209557598858e-05,1.2945995592063612e-05
399,1.121843491802801e-05,1.2663709080478982e-05
400,1.121107637374123e-05,1.1755738859991568e-05
401,1.1209965149107574e-05,1.1662817089958707e-05
402,1.1211818097360568e-05,1.2967931117013353e-05
403,1.1205302310600065e-05,1.3050255000451e-05
404,1.1145905236251578e-05,1.3158435416891868e-05
405,1.1138268569503065e-05,1.2248344172085405e-05
406,1.1116860422746418e-05,1.1984095705381068e-05
407,1.1119293038192893e-05,1.115876887915796e-05
408,1.1114748110405114e-05,1.1859613375486317e-05
409,1.1105524047518182e-05,1.2440615646155277e-05
410,1.1092691351269593e-05,1.2903027373794154e-05
411,1.1084816753654661e-05,1.2808962377707897e-05
412,1.1078911250771446e-05,1.3455197428677082e-05
413,1.108234732974435e-05,1.1226279483427823e-05
414,1.107567091934641e-05,1.271804374888298e-05
415,1.10748154101644e-05,1.203548330675822e-05
416,1.1066104831948095e-05,1.3069558524287932e-05
417,1.1061663799038302e-05,1.4735280034424357e-05
418,1.1042618642305058e-05,1.224965611537538e-05
419,1.1041155142075578e-05,1.1396319071064746e-05
420,1.1034991244850298e-05,1.3573786361769707e-05
421,1.103112339939199e-05,1.1393964017068103e-05
422,1.1034817825196446e-05,1.1988154425447892e-05
423,1.1000234180205089e-05,1.4808340787443352e-05
424,1.0994421296713046e-05,1.2658841506310827e-05
425,1.0990575547004805e-05,1.2716791329305968e-05
426,1.0976393225255205e-05,1.2340242411953777e-05
427,1.0973498879084137e-05,1.1754160162639413e-05
428,1.0947916557572901e-05,1.2156940672293221e-05
429,1.0949566548849402e-05,1.1659530006396255e-05
430,1.0949648501693655e-05,1.2439455962263193e-05
431,1.0933528198836894e-05,1.1619837570334881e-05
432,1.093537498509856e-05,1.1979118775208454e-05
433,1.0915739393759005e-05,1.1672275471895043e-05
434,1.0909734904468962e-05,1.1827399466383185e-05
435,1.0906425666154578e-05,1.2256872327428234e-05
436,1.0907998410640522e-05,1.1320953213546744e-05
437,1.0906933466353843e-05,1.198591962566039e-05
438,1.0899184290979604e-05,1.1919232014837707e-05
439,1.0901548358628697e-05,1.4724353802133105e-05
440,1.0895357745707507e-05,1.3355963138154897e-05
441,1.0896424549574634e-05,1.1817080232613358e-05
442,1.0889244654312729e-05,1.2824367139168633e-05
443,1.087453109040008e-05,1.1752941533733652e-05
444,1.0877176126300179e-05,1.1132150835983258e-05
445,1.0848102722318197e-05,1.1721051156099036e-05
446,1.0849524391843878e-05,1.2613649788449751e-05
447,1.0846047736701889e-05,1.1695187608723772e-05
448,1.0832068055467236e-05,1.25262687068092e-05
449,1.0833976752008776e-05,1.089017859459634e-05
450,1.083080539101055e-05,1.1703582073142955e-05
451,1.0811404302567996e-05,1.1891724158495483e-05
452,1.0797132766715743e-05,1.2929988626783927e-05
453,1.0795154913463987e-05,1.3869455739915931e-05
454,1.0797778053163755e-05,1.1702218594063717e-05
455,1.0767546070240862e-05,1.2027298969327836e-05
456,1.0756279978283338e-05,1.2173171333974772e-05
457,1.0756794066505417e-05,1.1797295359612926e-05
458,1.0750952729629518e-05,1.3268167016348147e-05
459,1.0721482286086094e-05,1.210104351325996e-05
460,1.0701410035275845e-05,1.2230973143000991e-05
461,1.069630506343276e-05,1.2309187043162238e-05
462,1.0682881931356919e-05,1.1772914121047725e-05
463,1.0671270066967755e-05,1.1134130730479951e-05
464,1.0665986040563165e-05,1.153019385648965e-05
465,1.0647657747633748e-05,1.1542248647576523e-05
466,1.0653660210679986e-05,1.209677072922851e-05
467,1.0628939129794215e-05,1.1282827306669939e-05
468,1.0629405645677084e-05,1.1881247475969412e-05
469,1.0605956413229122e-05,1.1550024364659686e-05
470,1.0608112961921224e-05,1.1566117904669363e-05
471,1.0598886308406664e-05,1.0599843498968826e-05
472,1.0587211979818444e-05,1.1953002244996915e-05
473,1.0569785578617406e-05,1.1312995392714478e-05
474,1.056017439804206e-05,1.1882065837604315e-05
475,1.0549072120874822e-05,1.3824570176237339e-05
476,1.053955498624811e-05,1.1279501065148145e-05
477,1.0527860735566923e-05,1.1548607679408905e-05
478,1.0523587869185459e-05,1.1257713662054885e-05
479,1.0514569145517012e-05,1.1531086992920007e-05
480,1.0512013990454432e-05,1.0655456523450249e-05
481,1.0507012109992813e-05,1.2250844037907338e-05
482,1.0488599677125697e-05,1.0970023338438895e-05
483,1.0479504149676408e-05,1.1579339220916024e-05
484,1.04673438203227e-05,1.1640495924818755e-05
485,1.0446251186457577e-05,1.4352542606850538e-05
486,1.0466310048908042e-05,1.2174403364200933e-05
487,1.0455541919475127e-05,1.1534686767738608e-05
488,1.045321312539675e-05,1.4755569284965346e-05
489,1.0446313256126847e-05,1.1679927286887456e-05
490,1.043287014974803e-05,1.3623081139746479e-05
491,1.0444183011903775e-05,1.1759344173307804e-05
492,1.043744573151457e-05,1.2054859635817232e-05
493,1.0436434059949111e-05,1.0911131943896758e-05
494,1.0428356553289534e-05,1.157366423279889e-05
495,1.0424641813378074e-05,1.1928730058028837e-05
496,1.0422153217964765e-05,1.1938055981857814e-05
497,1.0418857855726072e-05,1.1683110086898845e-05
498,1.0407098197676135e-05,1.1555038278392102e-05
499,1.040653828331228e-05,1.0993639438671254e-05
500,1.0400279793800821e-05,1.0984971351982266e-05
501,1.0396648187168023e-05,1.075426562337962e-05
502,1.0398015377133482e-05,1.0314761328759965e-05
503,1.0393988927108855e-05,1.17520012551313e-05
504,1.0384948904589755e-05,1.2079045714241448e-05
505,1.0373215646030259e-05,1.1277485533172184e-05
506,1.0372389760653389e-05,1.1634658851375286e-05
507,1.0368764959763305e-05,1.0798059018396972e-05
508,1.0362583505396411e-05,1.0080091803213406e-05
509,1.0336372964697584e-05,1.1564888430114068e-05
510,1.033110947917747e-05,1.119845511415737e-05
511,1.0329546685219973e-05,1.1352471846077471e-05
512,1.0332512687788589e-05,1.036035278500991e-05
513,1.0315530058189173e-05,1.142539640995389e-05
514,1.0287662056879939e-05,1.1298149401252962e-05
515,1.0293357045434147e-05,1.06915592210046e-05
516,1.0280577130473043e-05,1.1710370999907224e-05
517,1.0278301228746574e-05,1.1760576548871873e-05
518,1.0256325086105931e-05,1.0334639987537417e-05
519,1.025365614725151e-05,1.1898778989501397e-05
520,1.02414779162248e-05,1.182356655971603e-05
521,1.0210107462390588e-05,1.1611471545081044e-05
522,1.0200626532818055e-05,1.0913202546380376e-05
523,1.0184981097114316e-05,1.1143018834276418e-05
524,1.018376761664519e-05,1.0941637283926696e-05
525,1.0174128558407292e-05,1.286660335295055e-05
526,1.0153024568001041e-05,1.0424930352908801e-05
527,1.0153651641602545e-05,1.071826248680677e-05
528,1.0149255172244795e-05,1.3082737387961412e-05
529,1.0158126979809837e-05,1.2507336449017366e-05
530,1.0136851104641516e-05,1.104356173559819e-05
531,1.014003027256683e-05,1.1722563169352805e-05
532,1.0134129428946654e-05,1.1240919410390656e-05
533,1.010802544732056e-05,1.3569964917392834e-05
534,1.0104364918700331e-05,1.0570811478407833e-05
535,1.0102025999418832e-05,1.1059792481965762e-05
536,1.0101860882884274e-05,1.1805581211816085e-05
537,1.0091745005861909e-05,1.2639893271893925e-05
538,1.0091988725399065e-05,1.2049009783625302e-05
539,1.0094405333616628e-05,1.1470412828660065e-05
540,1.0077714906069443e-05,1.0506327627178182e-05
541,1.0054947289342751e-05,1.0554239122478375e-05
542,1.0036227893250888e-05,1.306641879941679e-05
543,1.002798266328386e-05,1.0352326601261237e-05
544,1.0026563441526891e-05,1.1641005939641986e-05
545,1.0031896860303587e-05,1.1356273597993099e-05
