,Cell Volumes,Proto Halo Volumes
1294,7.2860771863684505e-06,8.247920851891556e-06
1295,7.2818615462880435e-06,8.65007677888077e-06
1296,7.279559225792326e-06,8.977520322663457e-06
1297,7.27833841839665e-06,9.071505365883664e-06
1298,7.272070735626455e-06,7.412901543968707e-06
1299,7.27581152195827e-06,7.987612475688883e-06
1300,7.269440725284694e-06,7.265740407866895e-06
1301,7.264969928758624e-06,7.502760420192001e-06
1302,7.266689504917233e-06,8.169203796423543e-06
1303,7.264513990502682e-06,7.659869167674273e-06
1304,7.259530922637652e-06,7.968691969791351e-06
1305,7.258061749780787e-06,9.957373062226449e-06
1306,7.257613004071564e-06,7.91789897892873e-06
1307,7.251059582690072e-06,6.962948640065083e-06
1308,7.24135499568986e-06,9.498070066932394e-06
1309,7.238624951831322e-06,9.417133813195474e-06
1310,7.242998380357524e-06,9.962812921771499e-06
1311,7.245132943796889e-06,7.073407589945481e-06
1312,7.2406154395145e-06,8.452934563413172e-06
1313,7.231413631385742e-06,8.179124764452305e-06
1314,7.232041094223626e-06,8.478171844524873e-06
1315,7.212995863167432e-06,7.727675163032445e-06
1316,7.228550845775113e-06,7.552661260450116e-06
1317,7.2148409229838355e-06,8.62575850718523e-06
1318,7.217800941197153e-06,7.773143421118211e-06
1319,7.219453244992685e-06,8.98173985568184e-06
1320,7.214639392495528e-06,7.788478251291753e-06
1321,7.210585739308747e-06,8.119798632387886e-06
1322,7.204302889326282e-06,8.169032313891984e-06
1323,7.207583231513949e-06,8.724455832549884e-06
1324,7.204877533386182e-06,7.2549745573969916e-06
1325,7.192102661373949e-06,7.857009731889446e-06
1326,7.187982811916252e-06,8.24770842591658e-06
1327,7.187397215921136e-06,8.591096034270393e-06
1328,7.192337125828134e-06,8.509110724475786e-06
1329,7.1793033351132084e-06,7.5413256116851226e-06
1330,7.178146211315649e-06,8.407652932020738e-06
1331,7.180186975442245e-06,7.960719109442147e-06
1332,7.180681059445035e-06,8.787558230748767e-06
1333,7.176852933992096e-06,1.0486591148402636e-05
1334,7.181824223495566e-06,7.3223288520228295e-06
1335,7.17650106794564e-06,7.101572627649325e-06
1336,7.167044567984177e-06,7.036658018050316e-06
1337,7.164051248187725e-06,7.330242550204765e-06
1338,7.162279251864886e-06,7.325223937150836e-06
1339,7.1494873948190424e-06,7.32340641068439e-06
1340,7.151987166235794e-06,7.92072860701917e-06
1341,7.152088840652759e-06,8.540128114501944e-06
1342,7.1535056497698605e-06,7.37587374432048e-06
1343,7.143954637761708e-06,7.385862361142043e-06
1344,7.1448635805581214e-06,7.611578793269145e-06
1345,7.144913643573659e-06,8.38521739149904e-06
1346,7.1359721450135085e-06,7.232215837644103e-06
1347,7.1297644888541716e-06,7.638490832551768e-06
1348,7.128215520068745e-06,8.047058143426613e-06
1349,7.117343265094638e-06,6.950238058954415e-06
1350,7.128438624846963e-06,8.025529285881205e-06
1351,7.124473116433017e-06,8.527054475872147e-06
1352,7.132640055400105e-06,8.941693891306374e-06
1353,7.112437517769177e-06,1.0355922899214046e-05
1354,7.122460318476931e-06,7.885143679625255e-06
1355,7.126678349598017e-06,8.676974488097036e-06
1356,7.116551340149024e-06,7.562149074760655e-06
1357,7.120288947104759e-06,7.56303796451518e-06
1358,7.110955048278932e-06,8.570763289598772e-06
1359,7.122921558573695e-06,7.46680880942052e-06
1360,7.1159297623466975e-06,7.01078875816604e-06
1361,7.119869175075579e-06,9.110000089004556e-06
1362,7.112962058203739e-06,8.561781012240124e-06
1363,7.113586155193693e-06,7.64277598937185e-06
1364,7.106846381965434e-06,7.669130390229552e-06
1365,7.106569959751136e-06,1.0725171335319736e-05
1366,7.1006722378229955e-06,7.803125814520321e-06
1367,7.101473282049671e-06,6.659187471678589e-06
1368,7.1041824267587426e-06,7.067881850487383e-06
1369,7.100465557763691e-06,7.784164415042958e-06
1370,7.083893226317028e-06,6.951894505510919e-06
1371,7.079375990262369e-06,7.68099230926657e-06
1372,7.076171152307773e-06,9.41995667578418e-06
1373,7.078279024281976e-06,7.182128080452781e-06
1374,7.070646514767587e-06,8.139721701310087e-06
1375,7.070470516223211e-06,7.762686214984644e-06
1376,7.061564440287592e-06,7.688287802264942e-06
1377,7.0628447571334145e-06,7.087350852853706e-06
1378,7.06063658574604e-06,8.095801382217054e-06
1379,7.062800028274251e-06,6.889767223981199e-06
1380,7.049847873262896e-06,9.528769738366922e-06
1381,7.055574628918032e-06,8.875144894087931e-06
1382,7.055116734387771e-06,7.425254791687288e-06
1383,7.046762009934482e-06,7.777692011296348e-06
1384,7.048350329303696e-06,7.166047384564114e-06
1385,7.049988595131104e-06,8.315951003809746e-06
1386,7.044851007268905e-06,7.874977605819697e-06
1387,7.038492915062975e-06,8.069859192365075e-06
1388,7.04141011508662e-06,7.828186748683172e-06
1389,7.033448248739172e-06,8.39606092718285e-06
1390,7.0271252197977e-06,7.305854400301518e-06
1391,7.033218734672712e-06,8.18452747925919e-06
1392,7.022155620411421e-06,7.422308915622756e-06
1393,7.013732039363489e-06,7.297143429194717e-06
1394,7.0202744975766825e-06,7.726266852784505e-06
1395,7.0172355717544614e-06,7.751890871176424e-06
1396,7.0089151744246965e-06,6.998388413159138e-06
1397,7.013077681752249e-06,9.248343111660598e-06
1398,7.007959061937691e-06,7.541658502174142e-06
1399,7.004970139695712e-06,7.119795132294219e-06
1400,7.0018482239058e-06,7.523062588312311e-06
1401,7.0031632307416036e-06,7.344199006694515e-06
1402,6.997170292963475e-06,1.0362288445379357e-05
1403,7.007163540317692e-06,7.355478740338284e-06
1404,6.999857225240101e-06,7.505770379841925e-06
1405,6.991118755594159e-06,7.90485558762177e-06
1406,6.993083071239335e-06,7.553805769371202e-06
1407,6.9944684234649635e-06,7.422876978907464e-06
1408,6.9861101864746275e-06,8.47515107501824e-06
1409,6.9892326516154346e-06,6.2853472312994995e-06
1410,6.988519869357093e-06,7.902583749515958e-06
1411,6.989647451035753e-06,6.789462623165753e-06
1412,6.983998974193181e-06,7.3094091719982455e-06
1413,6.988333658433569e-06,6.940602910892638e-06
1414,6.980491377342044e-06,7.79665419216991e-06
1415,6.982343570917956e-06,8.156229327103756e-06
1416,6.980188049312797e-06,6.807516256699462e-06
1417,6.98145834748575e-06,6.778017387259291e-06
1418,6.971227279699323e-06,7.489480426962795e-06
1419,6.963194784924571e-06,7.839175381637331e-06
1420,6.96610441448171e-06,7.482874606549676e-06
1421,6.9664043290009816e-06,7.16554951799441e-06
1422,6.957099946864659e-06,7.429774399259263e-06
1423,6.954170809916082e-06,6.640100425720754e-06
1424,6.955210549086477e-06,7.49462577424172e-06
1425,6.953711301619377e-06,7.377629796410012e-06
1426,6.95005535767727e-06,7.850109828770999e-06
1427,6.95034347479586e-06,6.417627990240771e-06
1428,6.9422728138231415e-06,9.853220742959948e-06
1429,6.946004566596525e-06,7.433585867954298e-06
1430,6.940578555458288e-06,7.524139399022855e-06
1431,6.936763392075047e-06,7.87493701231288e-06
1432,6.928347029096957e-06,8.408150593598614e-06
1433,6.935507861339623e-06,7.716139206875589e-06
1434,6.937617976787658e-06,7.37201797514613e-06
1435,6.935591200448748e-06,7.558368721340947e-06
1436,6.937964471405888e-06,6.981629883614417e-06
1437,6.925629292043717e-06,7.938565783464366e-06
1438,6.931477872805151e-06,6.932731931395401e-06
1439,6.930292241335315e-06,7.461876319982971e-06
1440,6.926664322507014e-06,7.2831691613355e-06
1441,6.914933247152454e-06,7.3138659223069345e-06
1442,6.91014614246522e-06,7.025945923578007e-06
1443,6.92263865272338e-06,6.8779446385952865e-06
1444,6.920974170388994e-06,6.596146739171483e-06
1445,6.913207979271916e-06,7.448327870206215e-06
1446,6.899279569013428e-06,6.8929548767399884e-06
1447,6.906311279347821e-06,7.258614253823376e-06
1448,6.906674270238228e-06,6.789878633472826e-06
1449,6.902972834804592e-06,7.148271396950862e-06
1450,6.8988827973175835e-06,8.289732059742613e-06
1451,6.897545391316945e-06,7.858883194730268e-06
1452,6.8993127016866925e-06,9.218100884008293e-06
1453,6.898453668757959e-06,6.8394841142984335e-06
1454,6.89078872886257e-06,7.513926455516755e-06
1455,6.893172781128133e-06,7.031729463711314e-06
1456,6.889583598025921e-06,8.60029648031231e-06
1457,6.8914136659654055e-06,7.5912060728199205e-06
1458,6.8872417294619285e-06,8.509383930851047e-06
1459,6.869659756715163e-06,7.576843126928557e-06
1460,6.8767023840538306e-06,8.334698026488117e-06
1461,6.878692071492749e-06,6.953543591618153e-06
1462,6.875713124625891e-06,7.360901876552813e-06
1463,6.876086198375499e-06,7.2500483823625746e-06
1464,6.877252076357946e-06,7.112796227322299e-06
1465,6.869573904209427e-06,6.990122735940185e-06
1466,6.869976659212059e-06,7.385015156811452e-06
1467,6.859199932711475e-06,7.4663847316456805e-06
1468,6.8603433576946515e-06,7.533124893626168e-06
1469,6.853989673244448e-06,8.096384011484481e-06
1470,6.851497601638328e-06,9.720781198436231e-06
1471,6.851722952696514e-06,8.488424753837218e-06
1472,6.857854087708483e-06,6.780049504482473e-06
1473,6.845397219970129e-06,8.570583169331558e-06
1474,6.8476018315832185e-06,6.907261997288954e-06
1475,6.842841409181611e-06,7.712842099782206e-06
1476,6.845533177302171e-06,7.611440517702845e-06
1477,6.847372664167287e-06,7.19884435332502e-06
1478,6.841138035204438e-06,8.02425556032042e-06
1479,6.8387046817377765e-06,8.02963041934633e-06
1480,6.841866321934306e-06,7.30673511985895e-06
1481,6.83560472176817e-06,9.327559461968013e-06
1482,6.839874895945555e-06,6.9930538949899205e-06
1483,6.841275958642022e-06,7.66521558589223e-06
1484,6.8287619258977325e-06,6.909920527919923e-06
1485,6.832092095288665e-06,7.497855699988509e-06
1486,6.833822699691993e-06,7.022164626513993e-06
1487,6.83085424218353e-06,7.701040656441936e-06
1488,6.8228067794412595e-06,7.008453590399066e-06
1489,6.819447675508297e-06,8.558144123723333e-06
1490,6.824920127595579e-06,1.0612530263070592e-05
1491,6.81970078512457e-06,8.052600279286093e-06
1492,6.826669480772611e-06,6.559450077727622e-06
1493,6.820773400479443e-06,7.531272453695072e-06
1494,6.818781051844966e-06,6.915139644137834e-06
1495,6.808860439240494e-06,7.293657528912854e-06
1496,6.809614068073133e-06,6.511294062670413e-06
1497,6.809968706031454e-06,7.3199597689482085e-06
1498,6.805953728853129e-06,6.907363688069812e-06
1499,6.799677810874636e-06,9.183834187599436e-06
1500,6.7998361288222465e-06,7.150922837152086e-06
1501,6.804224335041913e-06,6.968995033426475e-06
1502,6.7955167220599825e-06,7.340096262139609e-06
1503,6.785958072969997e-06,8.001640263556174e-06
1504,6.785834776095261e-06,7.582641560139444e-06
1505,6.7898370346099815e-06,6.8063986465744545e-06
1506,6.786975809042079e-06,6.861295696980379e-06
1507,6.776707844045487e-06,7.066332804769088e-06
1508,6.781973515074816e-06,7.070811281113109e-06
1509,6.7767559931005885e-06,6.588810909936519e-06
1510,6.770523610133707e-06,7.49894698409758e-06
1511,6.7727166042900275e-06,7.530954204177125e-06
1512,6.769698272853743e-06,8.12058572886349e-06
1513,6.771284324950852e-06,6.873753171368828e-06
1514,6.774561170191974e-06,7.95456560846295e-06
1515,6.766497522520705e-06,7.327966172509659e-06
1516,6.760467804798118e-06,6.712448921338814e-06
1517,6.767076965644207e-06,6.819623459927092e-06
1518,6.763601436597658e-06,7.109051948999011e-06
1519,6.763860107466945e-06,6.702062035280942e-06
1520,6.7658158141261915e-06,7.230262663075868e-06
1521,6.763114743529439e-06,7.435216378716231e-06
1522,6.765308399011682e-06,9.809308935493988e-06
1523,6.758363978021105e-06,8.772164488308953e-06
1524,6.7570058823942555e-06,6.90258930553761e-06
1525,6.754772910984556e-06,8.449572863382263e-06
1526,6.7461888838424246e-06,7.72185567594309e-06
1527,6.750461088979938e-06,8.699829321346784e-06
1528,6.75147934302336e-06,6.883689171660008e-06
1529,6.750336839132195e-06,7.880685472146346e-06
1530,6.752424057098889e-06,7.530361715077462e-06
1531,6.740624137750642e-06,8.011606164268936e-06
1532,6.7417297578999425e-06,7.3162189821242605e-06
1533,6.740799119658909e-06,7.71068717140588e-06
1534,6.7371697153230296e-06,6.5556420149461245e-06
1535,6.734966524399071e-06,1.0656224761678491e-05
1536,6.724099095954186e-06,7.168335207842125e-06
1537,6.73142804929444e-06,6.898541108558835e-06
1538,6.726438650941086e-06,7.094147905794704e-06
1539,6.724056122298369e-06,1.026372326660593e-05
1540,6.72337292676164e-06,7.091412419445334e-06
1541,6.729342338331496e-06,9.393475483992245e-06
1542,6.729396042441368e-06,6.5278137389597706e-06
1543,6.721249001064039e-06,8.135903088538934e-06
1544,6.727918562031782e-06,7.783710602571631e-06
1545,6.7219662962764494e-06,6.820643187891355e-06
1546,6.695763953922033e-06,1.0905618439874566e-05
1547,6.715284673331948e-06,7.1347958520461706e-06
1548,6.715816228282199e-06,7.369106970845373e-06
1549,6.7097432157750776e-06,7.2320891673402954e-06
1550,6.709967904426243e-06,7.166439265852037e-06
1551,6.705787494040108e-06,7.0312326589241115e-06
1552,6.705198089555243e-06,9.930732730892764e-06
1553,6.7000688320684056e-06,6.882456059586633e-06
1554,6.695862561596038e-06,7.989436047439791e-06
1555,6.693335574956361e-06,8.370459043983543e-06
1556,6.697304322415508e-06,8.219360178864144e-06
1557,6.696961844617503e-06,6.8953520854173296e-06
1558,6.695610829339577e-06,7.633303688104074e-06
1559,6.684338196467275e-06,8.40439217734616e-06
1560,6.693328515652636e-06,6.7494091065395565e-06
1561,6.686666694496684e-06,6.520789565237302e-06
1562,6.683550740376513e-06,8.466368392281612e-06
1563,6.681683819534316e-06,7.003344704669506e-06
1564,6.677572795458421e-06,7.071634074313088e-06
1565,6.6775862157586585e-06,7.293967886699927e-06
1566,6.681711007382305e-06,6.7360688614018555e-06
1567,6.685273371203595e-06,6.4807152290421625e-06
1568,6.680534592141214e-06,6.3515131392189525e-06
1569,6.687337159421144e-06,6.662457010605161e-06
1570,6.684659765034314e-06,6.9988702536235835e-06
1571,6.678199309441018e-06,7.76924508235199e-06
1572,6.674446412632245e-06,8.603618560688163e-06
1573,6.674760258075023e-06,7.748092458213092e-06
1574,6.676039814770657e-06,7.338210721894772e-06
1575,6.663809671587363e-06,7.0960705673779006e-06
1576,6.658766246328172e-06,6.955007055226698e-06
1577,6.6568692187848824e-06,6.799305609931576e-06
1578,6.661313657173243e-06,6.290830912949993e-06
1579,6.650493041940555e-06,7.145916549600545e-06
1580,6.651876824604673e-06,6.122518608935215e-06
1581,6.647513273707537e-06,6.45157850929142e-06
1582,6.641363760050685e-06,6.590723546112208e-06
1583,6.644346998985779e-06,7.086524922334025e-06
1584,6.6384806597933475e-06,6.584297237529392e-06
1585,6.645998167982041e-06,7.33630461530717e-06
1586,6.647980458543762e-06,6.76690649147894e-06
1587,6.6385046069268286e-06,6.8377144534206395e-06
1588,6.631038471059014e-06,7.473118726870845e-06
1589,6.6281528984411e-06,7.263000238407235e-06
1590,6.623125045289274e-06,7.253822262383734e-06
1591,6.623252797714042e-06,7.280058215680416e-06
1592,6.619264978069348e-06,6.798350938145041e-06
1593,6.617589184480464e-06,9.101553310564753e-06
1594,6.608232174810877e-06,7.261212330626118e-06
1595,6.6103786029083975e-06,7.464090706757486e-06
1596,6.60942749218234e-06,6.823802409268952e-06
1597,6.609095077870909e-06,1.417710143709932e-05
1598,6.600974983448843e-06,7.94186397668466e-06
1599,6.601241526908023e-06,6.400154982889892e-06
1600,6.600480812038881e-06,6.8622115317867874e-06
1601,6.6006049273237865e-06,7.302024734959856e-06
1602,6.6000438877549715e-06,7.384023387677382e-06
1603,6.6019626026889615e-06,7.312673291900576e-06
1604,6.600242024883082e-06,7.2711008329700986e-06
1605,6.590540216001731e-06,6.841653922473199e-06
1606,6.589680880655174e-06,7.409763463302641e-06
1607,6.59324479680381e-06,6.739446526959675e-06
1608,6.587029512402013e-06,6.360522094259361e-06
1609,6.596995207487556e-06,7.156892551450065e-06
1610,6.5932921513153225e-06,7.281804377343163e-06
1611,6.584014443039943e-06,7.462548581809925e-06
1612,6.585029585909976e-06,6.9329161710880334e-06
1613,6.585477106456883e-06,6.733620765936882e-06
1614,6.587016449489521e-06,7.1561589874689214e-06
1615,6.573850479434844e-06,6.555498950229717e-06
1616,6.580901032787662e-06,7.71580114825765e-06
1617,6.5735256990230545e-06,6.821323095223244e-06
1618,6.562909360367539e-06,7.519192879764156e-06
1619,6.569608775601045e-06,6.7385240378312635e-06
1620,6.568268006599425e-06,7.594390319335726e-06
1621,6.570064188611948e-06,6.9326160100794e-06
1622,6.569028031336086e-06,7.78070140429603e-06
1623,6.565657123556784e-06,6.400370015663523e-06
1624,6.562256279387047e-06,8.270006463711152e-06
1625,6.5534145361016634e-06,7.018492199321782e-06
1626,6.554761431415187e-06,6.4998442668961815e-06
1627,6.556490706680884e-06,8.486449042726386e-06
1628,6.55480134988981e-06,6.841961119164928e-06
1629,6.554440589205246e-06,6.461335619133923e-06
1630,6.541506271996748e-06,8.474086152172865e-06
1631,6.547927228837357e-06,6.967194205684731e-06
1632,6.549412738613527e-06,6.181550597886489e-06
1633,6.546720147812016e-06,6.901873591310643e-06
1634,6.551159977004502e-06,7.09945308707762e-06
1635,6.545824293484898e-06,7.0392764148801205e-06
1636,6.541265623887693e-06,7.210171367190732e-06
1637,6.540386482561878e-06,7.903380165028203e-06
1638,6.539501561355139e-06,6.80876866551928e-06
1639,6.540473005650728e-06,8.056592793773098e-06
1640,6.5393511334504454e-06,6.511059397787911e-06
1641,6.534180318910021e-06,7.5204996489859834e-06
1642,6.526199714700568e-06,8.900535581010232e-06
1643,6.527995827493422e-06,8.939910079510677e-06
1644,6.527431637254419e-06,7.0785653994544965e-06
1645,6.528010605608202e-06,7.023087184356592e-06
1646,6.527327458607663e-06,6.616210116552508e-06
1647,6.5224360250629745e-06,7.564910145916665e-06
1648,6.527198327228445e-06,6.6821992910049825e-06
1649,6.526218257380371e-06,7.187734597182662e-06
1650,6.519149039915656e-06,7.4195707640833975e-06
1651,6.517835676221121e-06,6.389539065142955e-06
1652,6.51001063105372e-06,7.539821620572231e-06
1653,6.514948809995804e-06,7.572546498147647e-06
1654,6.497089258317187e-06,6.532377663419514e-06
1655,6.505347214280932e-06,7.11386453331163e-06
1656,6.502984684821721e-06,7.5488029353813095e-06
1657,6.4989103149872775e-06,6.55388416193118e-06
1658,6.5001739542383206e-06,7.792029990469415e-06
1659,6.4929036644854565e-06,7.2141975791106844e-06
1660,6.48802441627905e-06,6.189805593487073e-06
1661,6.480996935951485e-06,8.998916892962098e-06
1662,6.496602527540658e-06,8.11060936515789e-06
1663,6.482212270335944e-06,6.700855187331784e-06
1664,6.4902479347522505e-06,6.83075437750456e-06
1665,6.481107734111792e-06,7.082704880282092e-06
1666,6.484130595739666e-06,8.713836678808207e-06
1667,6.4777970269059585e-06,6.525182213062927e-06
1668,6.479709216767475e-06,6.96532024363605e-06
1669,6.483046447653722e-06,6.307465923662988e-06
1670,6.478900305513386e-06,7.1358072154493145e-06
1671,6.482492885060655e-06,6.9916106079339344e-06
1672,6.484142651268296e-06,9.039872379604168e-06
1673,6.486045548149073e-06,6.664689275817171e-06
1674,6.481577233095769e-06,6.275925591197007e-06
1675,6.477495590567006e-06,6.770511906615214e-06
1676,6.47100284109432e-06,6.783833098062429e-06
1677,6.477968606682621e-06,6.4680772369781816e-06
1678,6.466333606415056e-06,8.126118880152357e-06
1679,6.459974326925321e-06,9.856931369896613e-06
1680,6.459199830182574e-06,6.714016916517309e-06
1681,6.4575956122812475e-06,6.450461914691028e-06
1682,6.457076913105685e-06,6.7233487035942925e-06
1683,6.45706800351951e-06,7.200530216209119e-06
1684,6.459896062663249e-06,7.594169895939109e-06
1685,6.459544230712183e-06,7.269737845422399e-06
1686,6.465266184915272e-06,6.629826930302016e-06
1687,6.4581820902190456e-06,6.742987499529289e-06
1688,6.455535619271822e-06,7.336912288060588e-06
1689,6.46346154401815e-06,7.458809514267374e-06
1690,6.4547442011732216e-06,6.1242408969323926e-06
1691,6.45803657859297e-06,6.480528859973498e-06
1692,6.456682938730226e-06,6.817778055429492e-06
1693,6.4532964490195485e-06,7.119355359110758e-06
1694,6.447543483094399e-06,7.659526238435339e-06
1695,6.452501764340665e-06,6.233050224805312e-06
1696,6.454118031812133e-06,6.9452978492431895e-06
1697,6.443527074301596e-06,7.395481898138911e-06
1698,6.4505441626807276e-06,7.863220245575672e-06
1699,6.448074917332824e-06,6.949311466649094e-06
1700,6.447861332048187e-06,6.618709663854271e-06
1701,6.449793352430361e-06,6.790495816390613e-06
1702,6.446236319147874e-06,9.176567125077846e-06
1703,6.43694884859671e-06,6.274241415000725e-06
1704,6.4366816261575225e-06,7.551069163240054e-06
1705,6.435147632482357e-06,6.725417115942783e-06
1706,6.421457197770525e-06,6.1110352405591006e-06
1707,6.428911265120146e-06,7.141943888966263e-06
1708,6.428537179170217e-06,7.228622167776773e-06
1709,6.433705690366897e-06,6.8477946144951535e-06
1710,6.428341153350805e-06,7.167729140724225e-06
1711,6.429441230064991e-06,6.687375058200782e-06
1712,6.421955579754325e-06,6.629693808127221e-06
1713,6.4243375682945535e-06,5.899519889324555e-06
1714,6.424312201557298e-06,6.818927894304032e-06
1715,6.4156289516387735e-06,6.381906820096809e-06
1716,6.4116834654491075e-06,8.582297081331693e-06
1717,6.416983798454759e-06,7.36258706135563e-06
1718,6.4150558091348e-06,6.597709100084868e-06
1719,6.406034622098113e-06,6.712404860948233e-06
1720,6.404879266704076e-06,7.642826451352274e-06
1721,6.410140198025213e-06,7.980659670917499e-06
1722,6.405537918243847e-06,6.207002491066191e-06
1723,6.405848343655585e-06,8.89052208743678e-06
1724,6.403784612588151e-06,7.786384903671694e-06
1725,6.401357959684907e-06,6.648223623797907e-06
1726,6.3745385506448945e-06,8.339658774507848e-06
1727,6.401024806870176e-06,6.922826101395134e-06
1728,6.400937921440116e-06,6.7405311410076134e-06
1729,6.399144292111011e-06,6.36769614386514e-06
1730,6.403390333744949e-06,6.200103025164605e-06
1731,6.3978985966425335e-06,6.1175593079116145e-06
1732,6.400290238506944e-06,7.096013008510078e-06
1733,6.391586243980401e-06,5.814762705827865e-06
1734,6.395381884758604e-06,6.220198243168831e-06
1735,6.394974421805333e-06,6.8744851881019015e-06
1736,6.392658834942304e-06,6.593182647723732e-06
1737,6.390802026042491e-06,6.5532408726020586e-06
1738,6.3949910322972944e-06,6.984946500673429e-06
1739,6.390113931380137e-06,9.466888179862215e-06
1740,6.389185493778431e-06,6.117031117800478e-06
1741,6.381829529993318e-06,6.259673605128782e-06
1742,6.388359364923711e-06,6.925467980261416e-06
1743,6.3771032271331945e-06,9.605690932083198e-06
1744,6.376141240047091e-06,6.569047727308165e-06
1745,6.381451802832414e-06,6.885130308019018e-06
1746,6.37939720375167e-06,6.355888600932006e-06
1747,6.369820764349048e-06,6.687444525763424e-06
1748,6.3686088187782826e-06,6.2285094432821876e-06
1749,6.363272019266855e-06,6.541997906587913e-06
1750,6.362297785777363e-06,9.86274406386942e-06
1751,6.3567525955351045e-06,6.856132503690335e-06
1752,6.355064175418441e-06,6.4027420885046045e-06
1753,6.35554849818126e-06,6.8265787253219875e-06
1754,6.355545743311019e-06,6.301434513209095e-06
1755,6.357989960051313e-06,6.403960410656974e-06
1756,6.356575649196796e-06,6.910492917069266e-06
1757,6.351696335790486e-06,7.686080703009695e-06
1758,6.356487196583818e-06,6.543966353220131e-06
1759,6.349620152096759e-06,6.678781015981094e-06
1760,6.348513030156609e-06,6.805257382022952e-06
1761,6.352978178376072e-06,6.502813920908422e-06
1762,6.349888022494784e-06,6.142998587801256e-06
1763,6.332358647147094e-06,6.7565824463450404e-06
1764,6.339194524068613e-06,6.416623945403171e-06
1765,6.336808223994458e-06,6.383270031068555e-06
1766,6.329060184637396e-06,6.5811874883204725e-06
1767,6.334292936491689e-06,6.683121743673992e-06
1768,6.334580447841567e-06,7.5374911008886025e-06
1769,6.334556829120334e-06,7.083018003564456e-06
1770,6.334419402503822e-06,6.774103291468047e-06
1771,6.324754769642779e-06,6.147304590352921e-06
1772,6.329608720340243e-06,6.239396520995735e-06
1773,6.324626933468309e-06,6.893168646301066e-06
1774,6.326691324810638e-06,7.073874638582776e-06
1775,6.328598968582435e-06,7.4338605043785e-06
1776,6.323930825014696e-06,9.08734513363863e-06
1777,6.324295041403785e-06,6.706383693047774e-06
1778,6.326420561823691e-06,6.243435926944994e-06
1779,6.318001994161384e-06,6.645552656177828e-06
1780,6.319894625861644e-06,6.144904948424773e-06
1781,6.319915616337569e-06,7.372615042844649e-06
1782,6.320446566057938e-06,6.435636633134392e-06
1783,6.316631614564792e-06,7.009723940692485e-06
1784,6.314572477602132e-06,5.972538053300025e-06
1785,6.3172028258309705e-06,7.3378982221901074e-06
1786,6.309884637401478e-06,6.9311118472546875e-06
1787,6.308886918829069e-06,6.604549039834924e-06
1788,6.308668510489559e-06,6.722064449998191e-06
1789,6.311865351392061e-06,6.535287758855514e-06
1790,6.310489139202562e-06,7.472026935822108e-06
1791,6.303858034267588e-06,6.404897364755485e-06
1792,6.304931345852919e-06,6.3056584645148916e-06
1793,6.305580847119253e-06,8.787151539733957e-06
1794,6.3041437281440385e-06,6.813640034286474e-06
1795,6.303996224439771e-06,7.112651677020812e-06
1796,6.29878631146797e-06,7.330541625502909e-06
1797,6.296073568719726e-06,7.566043516751015e-06
1798,6.303559835532595e-06,9.199297716832859e-06
1799,6.308093801175126e-06,6.352659971010636e-06
1800,6.302196122614685e-06,6.6415065801887685e-06
1801,6.291698315918216e-06,6.521620916571367e-06
1802,6.2855715345259624e-06,1.0184688446011356e-05
1803,6.286623119329297e-06,7.08585901652931e-06
1804,6.286364221820766e-06,6.106634882448282e-06
1805,6.290857179744046e-06,6.496533800495637e-06
1806,6.283172720419106e-06,7.560517355231368e-06
1807,6.286987270688396e-06,6.881575455584137e-06
1808,6.289251405664241e-06,6.644533394400057e-06
1809,6.289934218768988e-06,7.078987554137581e-06
1810,6.289722519060647e-06,6.442497383700899e-06
1811,6.28673698014385e-06,5.8510083813382924e-06
1812,6.277494276509021e-06,6.02908995988041e-06
1813,6.281543375194315e-06,6.58273312487259e-06
1814,6.277395771607996e-06,6.827266733105775e-06
1815,6.279923225241977e-06,6.402398569350319e-06
1816,6.271647781674115e-06,6.341818416607884e-06
1817,6.275198242473582e-06,6.78331905291487e-06
1818,6.272018514591158e-06,6.203879660301874e-06
1819,6.265946112448601e-06,6.569225765270932e-06
1820,6.2747169075900566e-06,8.634425860645619e-06
1821,6.265141261889776e-06,6.34086556914223e-06
1822,6.2681256452966e-06,7.164641633810518e-06
1823,6.260429276359193e-06,6.9373997930564025e-06
1824,6.262268606372332e-06,6.951220522913344e-06
1825,6.2645445183592434e-06,6.332802462697973e-06
1826,6.26428471085866e-06,6.5545216304574185e-06
1827,6.2574404753112355e-06,6.40014095902295e-06
1828,6.254728029304624e-06,6.978198297952253e-06
1829,6.254404713803673e-06,6.5721311294739606e-06
1830,6.257100999041836e-06,6.439284556400172e-06
1831,6.257687089392056e-06,6.821047965435822e-06
1832,6.255814354320618e-06,6.413233871307713e-06
1833,6.2590736949026335e-06,6.392213488254265e-06
1834,6.253417729095009e-06,6.369698513489648e-06
1835,6.251085276381946e-06,6.4871242952192e-06
1836,6.248355403498117e-06,6.767591210287017e-06
1837,6.252807141585377e-06,7.117267283360876e-06
1838,6.254307473697958e-06,7.261384125356795e-06
1839,6.249450561507094e-06,6.388515741493212e-06
1840,6.248060975448068e-06,6.3210024393526285e-06
1841,6.248706859162656e-06,6.223182058274582e-06
1842,6.2429826735089655e-06,7.979673139769425e-06
1843,6.246621175085294e-06,8.197496503308392e-06
1844,6.2434710654308255e-06,6.028108653938046e-06
1845,6.234933846192316e-06,8.648755810208992e-06
